iter	Logloss
335	0.1306591436
336	0.1302581435
337	0.1296806142
338	0.1290633103
339	0.1285974717
340	0.1280204279
341	0.1276597988
342	0.127253848
343	0.1268375459
344	0.1263093152
345	0.1260081054
346	0.125530071
347	0.1249589772
348	0.1244239032
349	0.124091147
350	0.1236079171
351	0.12304098
352	0.1227131156
353	0.1221757927
354	0.1214787103
355	0.12100801
356	0.1207549606
357	0.1203853302
358	0.1199109586
359	0.1194145866
360	0.119065998
361	0.1185825655
362	0.1181248907
363	0.1177837246
364	0.117311975
365	0.1170452728
366	0.1168088443
367	0.1165541726
368	0.1161861478
369	0.1155735721
370	0.1152240558
371	0.1148237668
372	0.1141862488
373	0.1135708122
374	0.113163557
375	0.1125585825
376	0.112237835
377	0.11190407
378	0.1115257797
379	0.111087782
380	0.1107668031
381	0.1103393453
382	0.1099870581
383	0.1097412959
384	0.1092979481
385	0.10896239
386	0.1085706074
387	0.1082625655
388	0.1078564626
389	0.1072970955
390	0.106828948
391	0.1065122027
392	0.106246599
393	0.1056574633
394	0.1051508746
395	0.1048174317
396	0.1043401122
397	0.1041045797
398	0.1037362944
399	0.1035132814
400	0.1032973603
401	0.1030052088
402	0.1025873393
403	0.1022731136
404	0.1018689429
405	0.1015353346
406	0.1012241086
407	0.1007883375
408	0.1004569556
409	0.09989215849
410	0.09961875612
411	0.09923859273
412	0.09891439795
413	0.09847076753
414	0.09819462631
415	0.09795097048
416	0.09759439348
417	0.09728419907
418	0.09702538067
419	0.09680122065
420	0.09643823301
421	0.09605520774
422	0.09571196715
423	0.09522979302
424	0.09494378662
425	0.09477542939
426	0.09436717933
427	0.09400622831
428	0.09372247532
429	0.09327477793
430	0.09292233357
431	0.09264875646
432	0.09218237013
433	0.09170522333
434	0.09143562417
435	0.09112517615
436	0.09081424041
437	0.09044089422
438	0.09014341738
439	0.08979476133
440	0.08945009344
441	0.08911705016
442	0.08891337117
443	0.08866537673
444	0.08848248744
445	0.08816922294
446	0.0876932266
447	0.08747035071
448	0.08731645412
449	0.08713432774
450	0.08683468821
451	0.08650309352
452	0.0862286364
453	0.08594929474
454	0.08560825425
455	0.0853614007
456	0.08501843462
457	0.08467413704
458	0.0844422751
459	0.08421883492
460	0.08383002185
461	0.08347278226
462	0.08327822729
463	0.083025327
464	0.08267079781
465	0.08228437543
466	0.08213396357
467	0.08180999191
468	0.08160367008
469	0.0813726416
470	0.08117716917
471	0.08097368242
472	0.08070697563
473	0.08038009075
474	0.08005840968
475	0.07981539357
476	0.07960072692
477	0.07928417848
478	0.07892663569
479	0.07873451732
480	0.07859163856
481	0.0784469681
482	0.07815513445
483	0.07792397792
484	0.07762182843
485	0.07732685434
486	0.07710090533
487	0.0767528621
488	0.07666066384
489	0.07623661345
490	0.07593278748
491	0.07575825499
492	0.0755519444
493	0.07526678845
494	0.07504412342
495	0.07480062485
496	0.07450823858
497	0.07425446834
498	0.07405474192
499	0.07377804321
500	0.0735452101
501	0.07326954291
502	0.0729856902
503	0.07263216862
504	0.07227301423
505	0.0720487327
506	0.0719066243
507	0.07172594478
508	0.07158151845
509	0.07133683428
510	0.07112388877
511	0.07083444525
512	0.07068061721
513	0.07057176625
514	0.07046033463
515	0.07015439059
516	0.06993618314
517	0.06967071579
518	0.06947608602
519	0.06918330383
520	0.06895223336
521	0.06869145143
522	0.06856486202
523	0.06843449116
524	0.06805743314
525	0.0678244154
526	0.06751937533
527	0.06731629305
528	0.06711683106
529	0.0668785235
530	0.06660991012
531	0.06646743289
532	0.06627588363
533	0.0661106049
534	0.06592919864
535	0.06576558285
536	0.06560197415
537	0.06533580984
538	0.06514483721
539	0.06490747896
540	0.06476686123
541	0.06449403909
542	0.06423967407
543	0.06403720514
544	0.06380616775
545	0.06371597275
546	0.06347687866
547	0.06330789452
548	0.06309834538
549	0.062839518
550	0.06261724368
551	0.06237042874
552	0.06224242406
553	0.0619054207
554	0.06162898552
555	0.06140008639
556	0.06120567493
557	0.061029792
558	0.06082334741
559	0.0607047309
560	0.06045528031
561	0.06032132789
562	0.06017729203
563	0.05993766979
564	0.05965518346
565	0.05950446514
566	0.05934753166
567	0.05916894945
568	0.05896536622
569	0.05876458349
570	0.05864659589
571	0.0585515004
572	0.05848809613
573	0.05821129318
574	0.05800689662
575	0.05786194124
576	0.05771238703
577	0.05752862394
578	0.05725508284
579	0.0571005217
580	0.05694190959
581	0.05677889352
582	0.05651516934
583	0.05628384989
584	0.05608164421
585	0.05584811581
586	0.05565231983
587	0.05548426992
588	0.05530333079
589	0.05517560269
590	0.05501736883
591	0.05490109197
592	0.05479347456
593	0.05461124023
594	0.05450502994
595	0.05422983359
596	0.05405816265
597	0.05394326022
598	0.05382538618
599	0.05369422834
600	0.05347009312
601	0.05329527931
602	0.0531731146
603	0.05297273976
604	0.05276935217
605	0.05261851712
606	0.05246670849
607	0.05230105449
608	0.0521734186
609	0.05198465273
610	0.05184083478
611	0.05173897174
612	0.05155394362
613	0.05144959453
614	0.05126929113
615	0.05108216212
616	0.0509228472
617	0.05078319916
618	0.05065512163
619	0.0505046362
620	0.0504142139
621	0.05030861503
622	0.05021230834
623	0.05004438513
624	0.04990796839
625	0.04977594936
626	0.0496419028
627	0.04951186669
628	0.04935199698
629	0.04923839345
630	0.04904606795
631	0.04889499343
632	0.04873273385
633	0.04856956474
634	0.04836702447
635	0.04815359989
636	0.04804565787
637	0.04789599233
638	0.04766726087
639	0.04754802367
640	0.04734564201
641	0.04721280288
642	0.04704468106
643	0.04687845849
644	0.04673833963
645	0.04664192511
646	0.04656215986
647	0.0464000916
648	0.04624373347
649	0.04609522098
650	0.04599237753
651	0.04584599806
652	0.04572408254
653	0.04559937171
654	0.04547491835
655	0.04537321174
656	0.04521909692
657	0.04513915505
658	0.04507351317
659	0.04488238336
660	0.0447253108
661	0.04461100782
662	0.04443079439
663	0.04431551032
664	0.04416854117
665	0.04397238397
666	0.04386398053
667	0.04374809042
668	0.04365210002
669	0.04358745473
670	0.04348279508
671	0.04335257579
672	0.0432009516
673	0.04310935928
674	0.04298649541
675	0.04283133388
676	0.04275797319
677	0.04267703297
678	0.04261337409
679	0.04252901873
680	0.04240343933
681	0.04232070493
682	0.04226809135
683	0.04218883374
684	0.04206790671
685	0.04194764335
686	0.04184906558
687	0.04172594541
688	0.04157679152
689	0.04143658071
690	0.04134895853
691	0.04126521072
692	0.04116807568
693	0.04104588484
694	0.04091396211
695	0.04076504262
696	0.04066523158
697	0.04059004563
698	0.04047977057
699	0.04032679495
700	0.04022909911
701	0.04013212615
702	0.04006005214
703	0.039920776
704	0.03977781384
705	0.03966208189
706	0.03953800157
707	0.03945865221
708	0.03934453845
709	0.03928937205
710	0.03918799616
711	0.03899807691
712	0.03888011546
713	0.03878666501
714	0.03868766275
715	0.03864089825
716	0.03859021751
717	0.03849343856
718	0.03835843884
719	0.03829047394
720	0.03816496738
721	0.03810305669
722	0.03801200025
723	0.03790021547
724	0.03780239971
725	0.03772049735
726	0.03759417349
727	0.03747656311
728	0.03733234097
729	0.03724098464
730	0.03706924225
731	0.03696918301
732	0.03688113376
733	0.03680321456
734	0.03671371356
735	0.03663016156
736	0.03652236694
737	0.03643512924
738	0.03635660118
739	0.03620635785
740	0.03607781866
741	0.03602526519
742	0.03596034802
743	0.03582575235
744	0.03572318057
745	0.03562271503
746	0.03556945023
747	0.03544277488
748	0.03535211127
749	0.03525633994
750	0.03516523106
751	0.03511492559
752	0.0350357563
753	0.03494606224
754	0.03483658572
755	0.03474945284
756	0.03466058234
757	0.03457081907
758	0.03450129024
759	0.03433451331
760	0.03425706756
761	0.03413540807
762	0.03407209347
763	0.03399377945
764	0.03386418501
765	0.03379663281
766	0.03377074043
767	0.03368830928
768	0.0335781295
769	0.03354332531
770	0.03346133864
771	0.03339896734
772	0.0333573446
773	0.03332468688
774	0.03325302753
775	0.03315458404
776	0.03304814876
777	0.03296462524
778	0.03288337226
779	0.03282421595
780	0.03274046766
781	0.0326626745
782	0.03258892357
783	0.03250209442
784	0.03243468273
785	0.03238780083
786	0.032325425
787	0.03228745868
788	0.03218783228
789	0.03207993202
790	0.03196602023
791	0.03189124217
792	0.03179704873
793	0.03172948196
794	0.0316452124
795	0.03158584293
796	0.03150384769
797	0.03142315262
798	0.03133258842
799	0.03129588188
